7.7641 	INFO 	Loaded monitor calibration from ['2025_02_04 15:13']
8.1734 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7664e4317d90>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7664e4317d30>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7664e43dd900>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.1735 	EXP 	window1: backgroundImage = ''
8.1735 	EXP 	window1: backgroundFit = 'none'
8.2365 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.2365 	EXP 	window1: recordFrameIntervals = False
8.4039 	EXP 	window1: recordFrameIntervals = True
8.5945 	EXP 	Screen (0) actual frame rate measured at 57.68Hz
8.5946 	EXP 	window1: recordFrameIntervals = False
9.8412 	INFO 	keyboard.Keyboard is using iohub backend.
9.8413 	INFO 	keyboard.Keyboard is using iohub backend.
9.8414 	INFO 	keyboard.Keyboard is using iohub backend.
9.8414 	INFO 	keyboard.Keyboard is using iohub backend.
9.8414 	INFO 	keyboard.Keyboard is using iohub backend.
9.8415 	INFO 	keyboard.Keyboard is using iohub backend.
9.8415 	INFO 	keyboard.Keyboard is using iohub backend.
9.8416 	INFO 	keyboard.Keyboard is using iohub backend.
9.8416 	INFO 	keyboard.Keyboard is using iohub backend.
9.8416 	INFO 	keyboard.Keyboard is using iohub backend.
9.8416 	EXP 	comp: status = STARTED
9.9246 	EXP 	Created consent_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'bottom'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='consent.png', interpolate=True, mask=None, maskParams=None, name='consent_img', opacity=1, ori=0.0, pos=array([   0., -475.]), size=array([ 825., 1000.]), texRes=128.0, units='pix', win=Window(...))
9.9661 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=35.0, italic=False, languageStyle='LTR', name='welcome_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome to the experiment!', units='pix', win=Window(...), wrapWidth=500)
9.9776 	EXP 	Created instructions_1_text_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=30.0, italic=False, languageStyle='LTR', name='instructions_1_text_1', opacity=1, ori=0.0, pos=array([  0., 300.]), rgb=UNKNOWN, text=str(...), units='pix', win=Window(...), wrapWidth=500)
